"","AREAYEAR","industry_pool","AREA","YEAR","employment","occ_code","ayo","inc","tot_pop","college_pct","over25_pct","median_home_value","tot_emp"
"22","101802014","consumer_services","10180",2014,31214,12,"10180201412",44303,166900,0.216393009972289,0.63567405632115,98900,73410
"23","101802014","goods_producing","10180",2014,10290,13,"10180201413",44303,166900,0.216393009972289,0.63567405632115,98900,73410
"24","101802014","logistics_util","10180",2014,28574,14,"10180201414",44303,166900,0.216393009972289,0.63567405632115,98900,73410
"25","101802014","public_nonprofit","10180",2014,3113,15,"10180201415",44303,166900,0.216393009972289,0.63567405632115,98900,73410
"26","101802015","business_services","10180",2015,11502,11,"10180201511",47420,168922,0.206991089787526,0.630509939498704,107400,73064
"27","101802015","consumer_services","10180",2015,31281,12,"10180201512",47420,168922,0.206991089787526,0.630509939498704,107400,73064
"28","101802015","goods_producing","10180",2015,9153,13,"10180201513",47420,168922,0.206991089787526,0.630509939498704,107400,73064
"29","101802015","logistics_util","10180",2015,30339,14,"10180201514",47420,168922,0.206991089787526,0.630509939498704,107400,73064
"30","101802015","public_nonprofit","10180",2015,3023,15,"10180201515",47420,168922,0.206991089787526,0.630509939498704,107400,73064
"31","101802016","business_services","10180",2016,11256,11,"10180201611",48016,170860,0.203677201170433,0.642063677864919,101100,71563
"32","101802016","consumer_services","10180",2016,29926,12,"10180201612",48016,170860,0.203677201170433,0.642063677864919,101100,71563
"33","101802016","goods_producing","10180",2016,10207,13,"10180201613",48016,170860,0.203677201170433,0.642063677864919,101100,71563
"34","101802016","logistics_util","10180",2016,28411,14,"10180201614",48016,170860,0.203677201170433,0.642063677864919,101100,71563
"35","101802016","public_nonprofit","10180",2016,3913,15,"10180201615",48016,170860,0.203677201170433,0.642063677864919,101100,71563
"36","101802017","business_services","10180",2017,10214,11,"10180201711",51130,169747,0.222491602431825,0.636635699010881,114500,75968
"37","101802017","consumer_services","10180",2017,35258,12,"10180201712",51130,169747,0.222491602431825,0.636635699010881,114500,75968
"38","101802017","goods_producing","10180",2017,8280,13,"10180201713",51130,169747,0.222491602431825,0.636635699010881,114500,75968
"39","101802017","logistics_util","10180",2017,34508,14,"10180201714",51130,169747,0.222491602431825,0.636635699010881,114500,75968
"40","101802017","public_nonprofit","10180",2017,2861,15,"10180201715",51130,169747,0.222491602431825,0.636635699010881,114500,75968
"41","101802018","business_services","10180",2018,8606,11,"10180201811",48021,174006,0.247067367801721,0.625127869153937,119500,75352
"42","101802018","consumer_services","10180",2018,35132,12,"10180201812",48021,174006,0.247067367801721,0.625127869153937,119500,75352
"43","101802018","goods_producing","10180",2018,10164,13,"10180201813",48021,174006,0.247067367801721,0.625127869153937,119500,75352
"44","101802018","logistics_util","10180",2018,33830,14,"10180201814",48021,174006,0.247067367801721,0.625127869153937,119500,75352
"45","101802018","public_nonprofit","10180",2018,2686,15,"10180201815",48021,174006,0.247067367801721,0.625127869153937,119500,75352
"46","101802019","business_services","10180",2019,11268,11,"10180201911",54808,171795,0.240789570057863,0.635781018073867,133500,75713
"47","101802019","consumer_services","10180",2019,34989,12,"10180201912",54808,171795,0.240789570057863,0.635781018073867,133500,75713
"48","101802019","goods_producing","10180",2019,10299,13,"10180201913",54808,171795,0.240789570057863,0.635781018073867,133500,75713
"49","101802019","logistics_util","10180",2019,33752,14,"10180201914",54808,171795,0.240789570057863,0.635781018073867,133500,75713
"50","101802019","public_nonprofit","10180",2019,3581,15,"10180201915",54808,171795,0.240789570057863,0.635781018073867,133500,75713
"51","103002011","business_services","10300",2011,3146,11,"10300201111",44509,99440,0.177993287195176,0.677131938857603,116100,43342
"52","103002011","consumer_services","10300",2011,16236,12,"10300201112",44509,99440,0.177993287195176,0.677131938857603,116100,43342
"53","103002011","goods_producing","10300",2011,4342,13,"10300201113",44509,99440,0.177993287195176,0.677131938857603,116100,43342
"54","103002011","logistics_util","10300",2011,21265,14,"10300201114",44509,99440,0.177993287195176,0.677131938857603,116100,43342
"55","103002011","public_nonprofit","10300",2011,1392,15,"10300201115",44509,99440,0.177993287195176,0.677131938857603,116100,43342
"56","103002012","business_services","10300",2012,4370,11,"10300201211",48224,98987,0.199034927843676,0.676230212048047,109600,41879
"57","103002012","consumer_services","10300",2012,15612,12,"10300201212",48224,98987,0.199034927843676,0.676230212048047,109600,41879
"58","103002012","goods_producing","10300",2012,4033,13,"10300201213",48224,98987,0.199034927843676,0.676230212048047,109600,41879
"59","103002012","logistics_util","10300",2012,21958,14,"10300201214",48224,98987,0.199034927843676,0.676230212048047,109600,41879
"60","103002012","public_nonprofit","10300",2012,2064,15,"10300201215",48224,98987,0.199034927843676,0.676230212048047,109600,41879
"61","103002016","business_services","10300",2016,4790,11,"10300201611",51918,98504,0.22123388042204,0.692763745634695,136300,45073
"62","103002016","consumer_services","10300",2016,14898,12,"10300201612",51918,98504,0.22123388042204,0.692763745634695,136300,45073
"63","103002016","goods_producing","10300",2016,4278,13,"10300201613",51918,98504,0.22123388042204,0.692763745634695,136300,45073
"64","103002016","logistics_util","10300",2016,25417,14,"10300201614",51918,98504,0.22123388042204,0.692763745634695,136300,45073
"65","103002016","public_nonprofit","10300",2016,1786,15,"10300201615",51918,98504,0.22123388042204,0.692763745634695,136300,45073
"66","103002018","business_services","10300",2018,5734,11,"10300201811",55378,98266,0.220206149186137,0.692090855433212,141800,44541
"67","103002018","consumer_services","10300",2018,14381,12,"10300201812",55378,98266,0.220206149186137,0.692090855433212,141800,44541
"68","103002018","goods_producing","10300",2018,4805,13,"10300201813",55378,98266,0.220206149186137,0.692090855433212,141800,44541
"69","103002018","logistics_util","10300",2018,25482,14,"10300201814",55378,98266,0.220206149186137,0.692090855433212,141800,44541
"70","103002018","public_nonprofit","10300",2018,1083,15,"10300201815",55378,98266,0.220206149186137,0.692090855433212,141800,44541
"71","104202010","business_services","10420",2010,38694,11,"10420201011",46521,702951,0.285133963308238,0.670969953809014,145000,327285
"72","104202010","consumer_services","10420",2010,135706,12,"10420201012",46521,702951,0.285133963308238,0.670969953809014,145000,327285
"73","104202010","goods_producing","10420",2010,32193,13,"10420201013",46521,702951,0.285133963308238,0.670969953809014,145000,327285
"74","104202010","logistics_util","10420",2010,163468,14,"10420201014",46521,702951,0.285133963308238,0.670969953809014,145000,327285
"75","104202010","public_nonprofit","10420",2010,15097,15,"10420201015",46521,702951,0.285133963308238,0.670969953809014,145000,327285
"76","104202011","business_services","10420",2011,38892,11,"10420201111",47032,701456,0.272286766248879,0.672559647362058,139800,329851
"77","104202011","consumer_services","10420",2011,130207,12,"10420201112",47032,701456,0.272286766248879,0.672559647362058,139800,329851
"78","104202011","goods_producing","10420",2011,31833,13,"10420201113",47032,701456,0.272286766248879,0.672559647362058,139800,329851
"79","104202011","logistics_util","10420",2011,163575,14,"10420201114",47032,701456,0.272286766248879,0.672559647362058,139800,329851
"80","104202011","public_nonprofit","10420",2011,15551,15,"10420201115",47032,701456,0.272286766248879,0.672559647362058,139800,329851
"81","104202012","business_services","10420",2012,39196,11,"10420201211",49731,702262,0.284335109914079,0.67568371918173,131800,333603
"82","104202012","consumer_services","10420",2012,129956,12,"10420201212",49731,702262,0.284335109914079,0.67568371918173,131800,333603
"83","104202012","goods_producing","10420",2012,35600,13,"10420201213",49731,702262,0.284335109914079,0.67568371918173,131800,333603
"84","104202012","logistics_util","10420",2012,169512,14,"10420201214",49731,702262,0.284335109914079,0.67568371918173,131800,333603
"85","104202012","public_nonprofit","10420",2012,13150,15,"10420201215",49731,702262,0.284335109914079,0.67568371918173,131800,333603
"86","104202013","business_services","10420",2013,44282,11,"10420201311",49984,705686,0.297194193551096,0.674943246713127,136600,342020
"87","104202013","consumer_services","10420",2013,136197,12,"10420201312",49984,705686,0.297194193551096,0.674943246713127,136600,342020
"88","104202013","goods_producing","10420",2013,37645,13,"10420201313",49984,705686,0.297194193551096,0.674943246713127,136600,342020
"89","104202013","logistics_util","10420",2013,170419,14,"10420201314",49984,705686,0.297194193551096,0.674943246713127,136600,342020
"90","104202013","public_nonprofit","10420",2013,15590,15,"10420201315",49984,705686,0.297194193551096,0.674943246713127,136600,342020
"91","104202014","business_services","10420",2014,40972,11,"10420201411",50538,703825,0.298854798467497,0.680502965936135,134700,347452
"92","104202014","consumer_services","10420",2014,135034,12,"10420201412",50538,703825,0.298854798467497,0.680502965936135,134700,347452
"93","104202014","goods_producing","10420",2014,35557,13,"10420201413",50538,703825,0.298854798467497,0.680502965936135,134700,347452
"94","104202014","logistics_util","10420",2014,180280,14,"10420201414",50538,703825,0.298854798467497,0.680502965936135,134700,347452
"95","104202014","public_nonprofit","10420",2014,16419,15,"10420201415",50538,703825,0.298854798467497,0.680502965936135,134700,347452
"96","104202015","business_services","10420",2015,42886,11,"10420201511",51580,704243,0.301059333890187,0.685094491532042,146300,344296
"97","104202015","consumer_services","10420",2015,132102,12,"10420201512",51580,704243,0.301059333890187,0.685094491532042,146300,344296
"98","104202015","goods_producing","10420",2015,34685,13,"10420201513",51580,704243,0.301059333890187,0.685094491532042,146300,344296
"99","104202015","logistics_util","10420",2015,180003,14,"10420201514",51580,704243,0.301059333890187,0.685094491532042,146300,344296
"100","104202015","public_nonprofit","10420",2015,14744,15,"10420201515",51580,704243,0.301059333890187,0.685094491532042,146300,344296
"101","104202016","business_services","10420",2016,35788,11,"10420201611",51598,702221,0.310017383881267,0.687292177249043,144200,344604
"102","104202016","consumer_services","10420",2016,135413,12,"10420201612",51598,702221,0.310017383881267,0.687292177249043,144200,344604
"103","104202016","goods_producing","10420",2016,34811,13,"10420201613",51598,702221,0.310017383881267,0.687292177249043,144200,344604
"104","104202016","logistics_util","10420",2016,183819,14,"10420201614",51598,702221,0.310017383881267,0.687292177249043,144200,344604
"105","104202016","public_nonprofit","10420",2016,15214,15,"10420201615",51598,702221,0.310017383881267,0.687292177249043,144200,344604
"106","104202017","business_services","10420",2017,52190,11,"10420201711",56106,703505,0.322403099177811,0.689817414233019,146800,352693
"107","104202017","consumer_services","10420",2017,130865,12,"10420201712",56106,703505,0.322403099177811,0.689817414233019,146800,352693
"108","104202017","goods_producing","10420",2017,39071,13,"10420201713",56106,703505,0.322403099177811,0.689817414233019,146800,352693
"109","104202017","logistics_util","10420",2017,172790,14,"10420201714",56106,703505,0.322403099177811,0.689817414233019,146800,352693
"110","104202017","public_nonprofit","10420",2017,16348,15,"10420201715",56106,703505,0.322403099177811,0.689817414233019,146800,352693
"111","104202018","business_services","10420",2018,48348,11,"10420201811",60019,704845,0.331957724595761,0.693075782618874,155500,360654
"112","104202018","consumer_services","10420",2018,140421,12,"10420201812",60019,704845,0.331957724595761,0.693075782618874,155500,360654
"113","104202018","goods_producing","10420",2018,41607,13,"10420201813",60019,704845,0.331957724595761,0.693075782618874,155500,360654
"114","104202018","logistics_util","10420",2018,186739,14,"10420201814",60019,704845,0.331957724595761,0.693075782618874,155500,360654
"115","104202018","public_nonprofit","10420",2018,15494,15,"10420201815",60019,704845,0.331957724595761,0.693075782618874,155500,360654
"116","104202019","business_services","10420",2019,44400,11,"10420201911",57158,703479,0.317612383263054,0.695459281655885,157200,353676
"117","104202019","consumer_services","10420",2019,136962,12,"10420201912",57158,703479,0.317612383263054,0.695459281655885,157200,353676
"118","104202019","goods_producing","10420",2019,41074,13,"10420201913",57158,703479,0.317612383263054,0.695459281655885,157200,353676
"119","104202019","logistics_util","10420",2019,177092,14,"10420201914",57158,703479,0.317612383263054,0.695459281655885,157200,353676
"120","104202019","public_nonprofit","10420",2019,16017,15,"10420201915",57158,703479,0.317612383263054,0.695459281655885,157200,353676
"121","105002011","business_services","10500",2011,8048,11,"10500201111",32775,161617,0.13396072501542,0.621976648496136,103800,58808
"122","105002011","consumer_services","10500",2011,22720,12,"10500201112",32775,161617,0.13396072501542,0.621976648496136,103800,58808
"123","105002011","goods_producing","10500",2011,5618,13,"10500201113",32775,161617,0.13396072501542,0.621976648496136,103800,58808
"124","105002011","logistics_util","10500",2011,26400,14,"10500201114",32775,161617,0.13396072501542,0.621976648496136,103800,58808
"125","105002011","public_nonprofit","10500",2011,2723,15,"10500201115",32775,161617,0.13396072501542,0.621976648496136,103800,58808
"126","105002012","business_services","10500",2012,7098,11,"10500201211",34469,155019,0.183925811437403,0.634399654235932,107300,59583
"127","105002012","consumer_services","10500",2012,22784,12,"10500201212",34469,155019,0.183925811437403,0.634399654235932,107300,59583
"128","105002012","goods_producing","10500",2012,7166,13,"10500201213",34469,155019,0.183925811437403,0.634399654235932,107300,59583
"129","105002012","logistics_util","10500",2012,25965,14,"10500201214",34469,155019,0.183925811437403,0.634399654235932,107300,59583
"130","105002012","public_nonprofit","10500",2012,3141,15,"10500201215",34469,155019,0.183925811437403,0.634399654235932,107300,59583
"131","105002016","business_services","10500",2016,7682,11,"10500201611",40667,152506,0.186007511397642,0.652971030647974,109600,63993
"132","105002016","consumer_services","10500",2016,25190,12,"10500201612",40667,152506,0.186007511397642,0.652971030647974,109600,63993
"133","105002016","goods_producing","10500",2016,8137,13,"10500201613",40667,152506,0.186007511397642,0.652971030647974,109600,63993
"134","105002016","logistics_util","10500",2016,27052,14,"10500201614",40667,152506,0.186007511397642,0.652971030647974,109600,63993
"135","105002016","public_nonprofit","10500",2016,3851,15,"10500201615",40667,152506,0.186007511397642,0.652971030647974,109600,63993
"136","105802010","business_services","10580",2010,49714,11,"10580201011",55796,870832,0.331802079335373,0.676183236261414,199000,433323
"137","105802010","consumer_services","10580",2010,200841,12,"10580201012",55796,870832,0.331802079335373,0.676183236261414,199000,433323
"138","105802010","goods_producing","10580",2010,48907,13,"10580201013",55796,870832,0.331802079335373,0.676183236261414,199000,433323
"139","105802010","logistics_util","10580",2010,196739,14,"10580201014",55796,870832,0.331802079335373,0.676183236261414,199000,433323
"140","105802010","public_nonprofit","10580",2010,22255,15,"10580201015",55796,870832,0.331802079335373,0.676183236261414,199000,433323
"141","105802011","business_services","10580",2011,45388,11,"10580201111",58617,871478,0.344177347358746,0.67916573912365,197300,434890
"142","105802011","consumer_services","10580",2011,197386,12,"10580201112",58617,871478,0.344177347358746,0.67916573912365,197300,434890
"143","105802011","goods_producing","10580",2011,52833,13,"10580201113",58617,871478,0.344177347358746,0.67916573912365,197300,434890
"144","105802011","logistics_util","10580",2011,192850,14,"10580201114",58617,871478,0.344177347358746,0.67916573912365,197300,434890
"145","105802011","public_nonprofit","10580",2011,21492,15,"10580201115",58617,871478,0.344177347358746,0.67916573912365,197300,434890
"146","105802012","business_services","10580",2012,44548,11,"10580201211",60625,874646,0.341276093942392,0.680619359146443,197000,429419
"147","105802012","consumer_services","10580",2012,193963,12,"10580201212",60625,874646,0.341276093942392,0.680619359146443,197000,429419
"148","105802012","goods_producing","10580",2012,55293,13,"10580201213",60625,874646,0.341276093942392,0.680619359146443,197000,429419
"149","105802012","logistics_util","10580",2012,195781,14,"10580201214",60625,874646,0.341276093942392,0.680619359146443,197000,429419
"150","105802012","public_nonprofit","10580",2012,20804,15,"10580201215",60625,874646,0.341276093942392,0.680619359146443,197000,429419
"151","105802013","business_services","10580",2013,47450,11,"10580201311",59626,877905,0.342946966240304,0.681528183573394,195600,432169
"152","105802013","consumer_services","10580",2013,194878,12,"10580201312",59626,877905,0.342946966240304,0.681528183573394,195600,432169
"153","105802013","goods_producing","10580",2013,56267,13,"10580201313",59626,877905,0.342946966240304,0.681528183573394,195600,432169
"154","105802013","logistics_util","10580",2013,186547,14,"10580201314",59626,877905,0.342946966240304,0.681528183573394,195600,432169
"155","105802013","public_nonprofit","10580",2013,18877,15,"10580201315",59626,877905,0.342946966240304,0.681528183573394,195600,432169
"156","105802014","business_services","10580",2014,51008,11,"10580201411",62265,880167,0.354149858982138,0.681602468622432,196900,442927
"157","105802014","consumer_services","10580",2014,192394,12,"10580201412",62265,880167,0.354149858982138,0.681602468622432,196900,442927
"158","105802014","goods_producing","10580",2014,57616,13,"10580201413",62265,880167,0.354149858982138,0.681602468622432,196900,442927
"159","105802014","logistics_util","10580",2014,202910,14,"10580201414",62265,880167,0.354149858982138,0.681602468622432,196900,442927
"160","105802014","public_nonprofit","10580",2014,22647,15,"10580201415",62265,880167,0.354149858982138,0.681602468622432,196900,442927
"161","105802015","business_services","10580",2015,55076,11,"10580201511",63080,881830,0.352986094697539,0.686097093544107,201000,444595
"162","105802015","consumer_services","10580",2015,199811,12,"10580201512",63080,881830,0.352986094697539,0.686097093544107,201000,444595
"163","105802015","goods_producing","10580",2015,55994,13,"10580201513",63080,881830,0.352986094697539,0.686097093544107,201000,444595
"164","105802015","logistics_util","10580",2015,190791,14,"10580201514",63080,881830,0.352986094697539,0.686097093544107,201000,444595
"165","105802015","public_nonprofit","10580",2015,23146,15,"10580201515",63080,881830,0.352986094697539,0.686097093544107,201000,444595
"166","105802016","business_services","10580",2016,46054,11,"10580201611",65855,881839,0.374347536463391,0.68434487474471,210600,449887
"167","105802016","consumer_services","10580",2016,199706,12,"10580201612",65855,881839,0.374347536463391,0.68434487474471,210600,449887
"168","105802016","goods_producing","10580",2016,56530,13,"10580201613",65855,881839,0.374347536463391,0.68434487474471,210600,449887
"169","105802016","logistics_util","10580",2016,193936,14,"10580201614",65855,881839,0.374347536463391,0.68434487474471,210600,449887
"170","105802016","public_nonprofit","10580",2016,21137,15,"10580201615",65855,881839,0.374347536463391,0.68434487474471,210600,449887
"171","105802017","business_services","10580",2017,46156,11,"10580201711",68681,886188,0.372231640500233,0.688922666522228,216400,447756
"172","105802017","consumer_services","10580",2017,199325,12,"10580201712",68681,886188,0.372231640500233,0.688922666522228,216400,447756
"173","105802017","goods_producing","10580",2017,60935,13,"10580201713",68681,886188,0.372231640500233,0.688922666522228,216400,447756
"174","105802017","logistics_util","10580",2017,204126,14,"10580201714",68681,886188,0.372231640500233,0.688922666522228,216400,447756
"175","105802017","public_nonprofit","10580",2017,19590,15,"10580201715",68681,886188,0.372231640500233,0.688922666522228,216400,447756
"176","105802018","business_services","10580",2018,53934,11,"10580201811",71301,883169,0.378713839900822,0.68865415339533,217200,449443
"177","105802018","consumer_services","10580",2018,205072,12,"10580201812",71301,883169,0.378713839900822,0.68865415339533,217200,449443
"178","105802018","goods_producing","10580",2018,58598,13,"10580201813",71301,883169,0.378713839900822,0.68865415339533,217200,449443
"179","105802018","logistics_util","10580",2018,193676,14,"10580201814",71301,883169,0.378713839900822,0.68865415339533,217200,449443
"180","105802018","public_nonprofit","10580",2018,22621,15,"10580201815",71301,883169,0.378713839900822,0.68865415339533,217200,449443
"181","105802019","business_services","10580",2019,58490,11,"10580201911",73398,880381,0.394999275941236,0.698096619531771,227000,455152
"182","105802019","consumer_services","10580",2019,197922,12,"10580201912",73398,880381,0.394999275941236,0.698096619531771,227000,455152
"183","105802019","goods_producing","10580",2019,67970,13,"10580201913",73398,880381,0.394999275941236,0.698096619531771,227000,455152
"184","105802019","logistics_util","10580",2019,206314,14,"10580201914",73398,880381,0.394999275941236,0.698096619531771,227000,455152
"185","105802019","public_nonprofit","10580",2019,21424,15,"10580201915",73398,880381,0.394999275941236,0.698096619531771,227000,455152
"186","107402010","business_services","10740",2010,44862,11,"10740201011",47383,892014,0.292739172674746,0.657736313555617,183300,402636
"187","107402010","consumer_services","10740",2010,164646,12,"10740201012",47383,892014,0.292739172674746,0.657736313555617,183300,402636
"188","107402010","goods_producing","10740",2010,66133,13,"10740201013",47383,892014,0.292739172674746,0.657736313555617,183300,402636
"189","107402010","logistics_util","10740",2010,167979,14,"10740201014",47383,892014,0.292739172674746,0.657736313555617,183300,402636
"190","107402010","public_nonprofit","10740",2010,18910,15,"10740201015",47383,892014,0.292739172674746,0.657736313555617,183300,402636
"191","107402011","business_services","10740",2011,43830,11,"10740201111",45027,899149,0.296006140238171,0.657853147809762,176800,390317
"192","107402011","consumer_services","10740",2011,164149,12,"10740201112",45027,899149,0.296006140238171,0.657853147809762,176800,390317
"193","107402011","goods_producing","10740",2011,64751,13,"10740201113",45027,899149,0.296006140238171,0.657853147809762,176800,390317
"194","107402011","logistics_util","10740",2011,158305,14,"10740201114",45027,899149,0.296006140238171,0.657853147809762,176800,390317
"195","107402011","public_nonprofit","10740",2011,22223,15,"10740201115",45027,899149,0.296006140238171,0.657853147809762,176800,390317
"196","107402012","business_services","10740",2012,43186,11,"10740201211",46725,902794,0.298993240231515,0.661021229649289,175600,398325
"197","107402012","consumer_services","10740",2012,166133,12,"10740201212",46725,902794,0.298993240231515,0.661021229649289,175600,398325
"198","107402012","goods_producing","10740",2012,63396,13,"10740201213",46725,902794,0.298993240231515,0.661021229649289,175600,398325
"199","107402012","logistics_util","10740",2012,172998,14,"10740201214",46725,902794,0.298993240231515,0.661021229649289,175600,398325
"200","107402012","public_nonprofit","10740",2012,17340,15,"10740201215",46725,902794,0.298993240231515,0.661021229649289,175600,398325
"201","107402013","business_services","10740",2013,47080,11,"10740201311",48355,901932,0.306799692556473,0.666442702997565,176900,402003
"202","107402013","consumer_services","10740",2013,164791,12,"10740201312",48355,901932,0.306799692556473,0.666442702997565,176900,402003
"203","107402013","goods_producing","10740",2013,61342,13,"10740201313",48355,901932,0.306799692556473,0.666442702997565,176900,402003
"204","107402013","logistics_util","10740",2013,165950,14,"10740201314",48355,901932,0.306799692556473,0.666442702997565,176900,402003
"205","107402013","public_nonprofit","10740",2013,19149,15,"10740201315",48355,901932,0.306799692556473,0.666442702997565,176900,402003
"206","107402014","business_services","10740",2014,47454,11,"10740201411",47581,905213,0.304647498370247,0.674451206511617,173700,401350
"207","107402014","consumer_services","10740",2014,167980,12,"10740201412",47581,905213,0.304647498370247,0.674451206511617,173700,401350
"208","107402014","goods_producing","10740",2014,60862,13,"10740201413",47581,905213,0.304647498370247,0.674451206511617,173700,401350
"209","107402014","logistics_util","10740",2014,173942,14,"10740201414",47581,905213,0.304647498370247,0.674451206511617,173700,401350
"210","107402014","public_nonprofit","10740",2014,19946,15,"10740201415",47581,905213,0.304647498370247,0.674451206511617,173700,401350
"211","107402015","business_services","10740",2015,43928,11,"10740201511",48937,906209,0.301548767495624,0.676377082990789,181800,405223
"212","107402015","consumer_services","10740",2015,173584,12,"10740201512",48937,906209,0.301548767495624,0.676377082990789,181800,405223
"213","107402015","goods_producing","10740",2015,64488,13,"10740201513",48937,906209,0.301548767495624,0.676377082990789,181800,405223
"214","107402015","logistics_util","10740",2015,165528,14,"10740201514",48937,906209,0.301548767495624,0.676377082990789,181800,405223
"215","107402015","public_nonprofit","10740",2015,21266,15,"10740201515",48937,906209,0.301548767495624,0.676377082990789,181800,405223
"216","107402016","business_services","10740",2016,44512,11,"10740201611",50954,913924,0.318382967013628,0.683914636227958,183600,415451
"217","107402016","consumer_services","10740",2016,179040,12,"10740201612",50954,913924,0.318382967013628,0.683914636227958,183600,415451
"218","107402016","goods_producing","10740",2016,64087,13,"10740201613",50954,913924,0.318382967013628,0.683914636227958,183600,415451
"219","107402016","logistics_util","10740",2016,167892,14,"10740201614",50954,913924,0.318382967013628,0.683914636227958,183600,415451
"220","107402016","public_nonprofit","10740",2016,19732,15,"10740201615",50954,913924,0.318382967013628,0.683914636227958,183600,415451
"221","107402017","business_services","10740",2017,42732,11,"10740201711",50906,913113,0.321411580644646,0.685993956936327,191700,410406
"222","107402017","consumer_services","10740",2017,175347,12,"10740201712",50906,913113,0.321411580644646,0.685993956936327,191700,410406
"223","107402017","goods_producing","10740",2017,69479,13,"10740201713",50906,913113,0.321411580644646,0.685993956936327,191700,410406
"224","107402017","logistics_util","10740",2017,176291,14,"10740201714",50906,913113,0.321411580644646,0.685993956936327,191700,410406
"225","107402017","public_nonprofit","10740",2017,19509,15,"10740201715",50906,913113,0.321411580644646,0.685993956936327,191700,410406
"226","107402018","business_services","10740",2018,50488,11,"10740201811",51134,916791,0.328139373789939,0.691268784270352,201400,415379
"227","107402018","consumer_services","10740",2018,175096,12,"10740201812",51134,916791,0.328139373789939,0.691268784270352,201400,415379
"228","107402018","goods_producing","10740",2018,68334,13,"10740201813",51134,916791,0.328139373789939,0.691268784270352,201400,415379
"229","107402018","logistics_util","10740",2018,167284,14,"10740201814",51134,916791,0.328139373789939,0.691268784270352,201400,415379
"230","107402018","public_nonprofit","10740",2018,20411,15,"10740201815",51134,916791,0.328139373789939,0.691268784270352,201400,415379
"231","107402019","business_services","10740",2019,52918,11,"10740201911",58512,914480,0.33227082356569,0.695041991076896,206000,432540
"232","107402019","consumer_services","10740",2019,185216,12,"10740201912",58512,914480,0.33227082356569,0.695041991076896,206000,432540
"233","107402019","goods_producing","10740",2019,69148,13,"10740201913",58512,914480,0.33227082356569,0.695041991076896,206000,432540
"234","107402019","logistics_util","10740",2019,181221,14,"10740201914",58512,914480,0.33227082356569,0.695041991076896,206000,432540
"235","107402019","public_nonprofit","10740",2019,20679,15,"10740201915",58512,914480,0.33227082356569,0.695041991076896,206000,432540
"236","107802013","business_services","10780",2013,5314,11,"10780201311",39960,154753,0.177185632854886,0.658643128081523,119500,60156
"237","107802013","consumer_services","10780",2013,23384,12,"10780201312",39960,154753,0.177185632854886,0.658643128081523,119500,60156
"238","107802013","goods_producing","10780",2013,8076,13,"10780201313",39960,154753,0.177185632854886,0.658643128081523,119500,60156
"239","107802013","logistics_util","10780",2013,30338,14,"10780201314",39960,154753,0.177185632854886,0.658643128081523,119500,60156
